leixing,nianfen,licheng,didian,shoujia,yuanjia,brand
丰田 威驰 2014款 1.3L 自动型尚版,2016年,3.1万公里,大连,5.41万,9.10万,丰田
别克 威朗 2015款 三厢 20T 双离合旗舰型,2017年,1.9万公里,大连,9.09万,21.70万,别克
马自达6 2011款 2.0L 自动时尚型,2011年,7.9万公里,大连,5.80万,19.52万,马自达
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,2014年,8.8万公里,大连,5.20万,13.98万,哈弗
丰田 卡罗拉 2014款 1.6L CVT GL-i,2015年,2.8万公里,大连,8.13万,13.87万,丰田
哈弗H2 2016款 红标 1.5T 自动两驱精英型,2016年,2.6万公里,大连,6.95万,12.68万,哈弗
日产 轩逸 2012款 经典 1.6XE 自动舒适版,2014年,9.2万公里,大连,5.90万,11.92万,日产
丰田 卡罗拉 2017款 1.2T CVT GL,2017年,7.1万公里,大连,8.60万,13.00万,丰田
奔驰GLA级 2015款 GLA 220 4MATIC 时尚型,2015年,4.2万公里,大连,19.80万,34.71万,奔驰
吉利 博越 2016款 1.8TD 自动智尊型,2017年,3.0万公里,大连,8.42万,16.15万,吉利
北汽绅宝 绅宝D50 2014款 1.5L 手动舒适版,2015年,7.5万公里,大连,3.04万,8.88万,北汽绅宝
标致3008 2015款 1.6THP 自动至尚版,2015年,2.9万公里,大连,9.00万,23.96万,标致
比亚迪S6 2013款 白金版 2.0L 手动精英型,2014年,5.0万公里,大连,3.68万,9.76万,比亚迪
本田 奥德赛 2017款 2.4L 至尊福祉版,2017年,0.9万公里,大连,27.70万,38.51万,本田
MINI Clubman 2011款 1.6L COOPER Fun,2012年,6.7万公里,大连,11.00万,31.37万,MINI
标致408 2013款 2.0L 自动舒适版,2014年,7.0万公里,大连,4.80万,15.62万,标致
大众 宝来 2018款 1.5L 自动时尚型,2019年,1.2万公里,大连,11.30万,13.00万,大众
本田 雅阁 2011款 2.4L EX,2011年,6.1万公里,大连,9.08万,24.94万,本田
福特 福克斯 2012款 三厢 1.6L 手动舒适型,2014年,5.0万公里,大连,4.96万,13.01万,福特
现代ix35 2010款 2.4L 自动两驱尊贵版GLS,2011年,8.6万公里,大连,7.20万,23.21万,现代
大众 途观 2013款 1.8TSI 自动两驱豪华型,2014年,13.0万公里,大连,12.20万,28.20万,大众
斯柯达Yeti 2016款 1.4TSI DSG前行版,2015年,7.2万公里,大连,7.98万,16.26万,斯柯达
福特 蒙迪欧 2017款 EcoBoost 200 时尚型,2017年,3.2万公里,大连,14.60万,22.34万,福特
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,2017年,7.3万公里,大连,27.88万,32.00万,丰田
日产 轩逸 2012款 经典 1.6XE 自动舒适版,2013年,6.3万公里,大连,6.28万,11.92万,日产
长安CS35 2017款 1.6L 手动豪华型,2017年,1.0万公里,大连,5.66万,7.37万,长安
雪佛兰 科鲁兹 2013款 掀背 1.6L 自动豪华型,2014年,4.5万公里,大连,5.68万,14.53万,雪佛兰
长安CS35 2016款 1.6L 手动豪华型 国V,2017年,2.1万公里,大连,5.50万,9.11万,长安
别克 凯越 2011款 1.6LE-AT,2011年,7.8万公里,大连,2.89万,12.80万,别克
本田 缤智 2017款 1.5L CVT两驱舒适型,2017年,2.9万公里,大连,11.30万,14.85万,本田
奥迪A4L 2010款 2.0 TFSI 豪华型,2010年,12.1万公里,大连,10.38万,43.31万,奥迪
大众POLO 2014款 1.6L 自动舒适版,2015年,4.9万公里,大连,6.08万,11.28万,大众
现代 名图 2017款 1.8L 自动尊贵型DLX,2017年,0.9万公里,大连,9.60万,17.35万,现代
日产 逍客 2011款 2.0XL 火 6MT 2WD,2013年,12.2万公里,大连,5.80万,16.48万,日产
大众 途安 2011款 1.4T 自动智臻版5座,2012年,15.1万公里,大连,7.00万,21.04万,大众
本田 思铂睿 2009款 2.4L 豪华版,2010年,14.3万公里,大连,6.40万,25.81万,本田
丰田 卡罗拉 2014款 1.6L CVT GL-i,2016年,6.0万公里,大连,9.58万,13.87万,丰田
日产 天籁 2013款 2.0L XL舒适版,2016年,7.7万公里,大连,11.22万,20.17万,日产
宝马5系 2014款 520Li 典雅型,2016年,4.5万公里,大连,27.00万,47.28万,宝马
别克 凯越 2013款 1.5L 自动尊享型,2014年,9.4万公里,大连,4.77万,12.58万,别克
标致308 2014款 乐享版 经典 1.6L 手动优尚型,2015年,9.1万公里,大连,4.48万,11.50万,标致
宝马X3 2013款 xDrive20i 豪华型(进口),2014年,8.7万公里,大连,22.60万,54.16万,宝马
大众CC 2010款 2.0TSI 至尊型,2010年,7.6万公里,大连,11.60万,32.54万,大众
现代ix35 2012款 2.0L 自动两驱精英版GLS,2013年,6.8万公里,大连,8.38万,21.25万,现代
北汽幻速S2 2015款 1.5L 手动豪华型 国V,2016年,2.8万公里,大连,3.68万,7.36万,北汽幻速
凯迪拉克ATS 2014款 28T 精英型(进口),2014年,8.5万公里,大连,15.60万,35.60万,凯迪拉克
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2016年,3.3万公里,大连,7.50万,13.56万,大众
大众 宝来 2018款 1.5L 自动时尚型,2017年,8.3万公里,大连,7.60万,13.00万,大众
奔驰CLA级 2014款 CLA 260 4MATIC(进口),2015年,6.3万公里,大连,21.88万,41.03万,奔驰
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2014年,3.6万公里,大连,8.05万,21.36万,现代
别克 英朗 2011款 GT 1.6T 时尚运动版真皮款,2011年,3.9万公里,大连,5.00万,19.25万,别克
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,2016年,3.3万公里,大连,23.99万,32.00万,丰田
标致408 2014款 1.8L 自动豪华版,2015年,3.8万公里,大连,6.49万,16.25万,标致
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,2016年,4.7万公里,大连,6.20万,11.93万,雪佛兰
东风风行 景逸X5 2015款 1.6L 手动尊享型,2015年,6.2万公里,大连,4.19万,9.43万,东风风行
别克 君越 2009款 2.4L豪华版,2010年,10.4万公里,大连,5.70万,29.30万,别克
日产 骊威 2015款 1.6XE 手动舒适版,2016年,1.7万公里,大连,5.80万,9.31万,日产
起亚K2 2017款 三厢 1.4L AT GLS,2017年,5.4万公里,大连,5.80万,9.65万,起亚
长安 逸动 2016款 1.6L 手动风尚型,2017年,2.9万公里,大连,5.20万,7.59万,长安
奔腾B50 2013款 1.6L 手动舒适型,2015年,10.4万公里,大连,3.60万,10.07万,奔腾
别克 君威 2012款 2.4L SIDI旗舰版,2012年,12.0万公里,大连,6.90万,27.78万,别克
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2017年,2.7万公里,大连,8.45万,13.56万,大众
大众 甲壳虫 2013款 1.4TSI 豪华型(进口),2014年,2.8万公里,大连,13.00万,32.54万,大众
斯柯达Yeti 2014款 1.4TSI DSG炫彩版,2015年,3.7万公里,大连,7.90万,19.52万,斯柯达
大众 途观 2012款 1.8TSI 自动四驱菁英版,2012年,8.1万公里,大连,11.00万,29.50万,大众
大众 桑塔纳 2015款 1.6L 自动舒适版,2015年,3.1万公里,大连,5.94万,12.35万,大众
大众 凌渡 2015款 280TSI 手动舒适版,2015年,6.5万公里,大连,9.50万,18.44万,大众
本田 飞度 2018款 1.5L CVT舒适版,2018年,1.0万公里,大连,7.45万,8.88万,本田
大众 高尔夫 2015款 1.6L 自动时尚型,2015年,8.1万公里,大连,8.00万,14.53万,大众
宝马3系 2013款 320i时尚型(进口),2012年,17.3万公里,大连,14.38万,36.80万,宝马
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2013年,7.2万公里,大连,4.16万,12.79万,雪铁龙
Jeep 自由光 2016款 2.4L 领先版,2016年,5.2万公里,大连,13.55万,24.94万,Jeep
丰田 卡罗拉 2014款 1.6L CVT GL,2016年,5.6万公里,大连,8.18万,12.79万,丰田
MG6 2013款 掀背 1.8T 自动GT超值版,2013年,4.8万公里,大连,5.00万,15.72万,MG6
福特 嘉年华 2013款 三厢 1.5L 手动风尚型,2015年,5.9万公里,大连,3.88万,8.67万,福特
日产 轩逸 2016款 经典 1.6XE 自动舒适版,2017年,3.3万公里,大连,8.90万,11.92万,日产
宝马5系 2014款 520i 典雅型(进口),2016年,5.5万公里,大连,28.80万,49.61万,宝马
海马 福美来 2014款 M5 1.6L 手动精英型,2015年,3.4万公里,大连,4.10万,8.56万,海马
江淮 瑞风S2 2015款 1.5L CVT豪华智能型,2015年,3.3万公里,大连,3.86万,8.23万,江淮
福特 福克斯 2017款 两厢 EcoBoost 180 自动精英型,2017年,1.9万公里,大连,9.56万,16.26万,福特
斯柯达 昊锐 2009款 1.8TSI 自动优雅版,2011年,8.8万公里,大连,5.46万,22.35万,斯柯达
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2016年,3.9万公里,大连,14.80万,21.36万,日产
大众POLO 2011款 1.6L 自动致尚版,2012年,7.3万公里,大连,4.38万,12.15万,大众
丰田 威驰 2014款 1.5L 手动智臻版,2015年,8.5万公里,大连,5.10万,8.66万,丰田
宝马1系 2008款 120i 自动挡(进口),2011年,6.7万公里,大连,6.68万,31.26万,宝马
奔驰GLK级 2012款 GLK 300 4MATIC 动感型,2012年,9.6万公里,大连,14.78万,44.29万,奔驰
现代ix25 2015款 1.6L 自动两驱智能型GLS,2015年,6.2万公里,大连,8.00万,15.50万,现代
大众POLO 2011款 劲取 1.4L 手动实尚版,2011年,9.5万公里,大连,2.50万,9.86万,大众
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013年,7.6万公里,大连,6.72万,21.36万,现代
标致3008 2014款 1.6THP 自动逐乐版,2014年,8.2万公里,大连,9.39万,23.85万,标致
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2016年,3.8万公里,大连,7.50万,13.56万,大众
凯迪拉克XTS 2013款 28T 典雅型,2014年,7.0万公里,大连,15.30万,40.15万,凯迪拉克
丰田 汉兰达 2009款 2.7L 两驱5座运动版,2010年,11.6万公里,大连,12.20万,30.26万,丰田
大众 朗逸 2017款 1.6L 自动舒适版,2017年,1.9万公里,大连,7.80万,14.53万,大众
Jeep 自由客 2014款 2.4L 运动版(进口),2015年,7.6万公里,大连,10.45万,26.69万,Jeep
福特 翼虎 2013款 1.6L GTDi 两驱舒适型,2014年,5.4万公里,大连,8.50万,21.04万,福特
丰田 汉兰达 2009款 3.5L 四驱7座豪华版,2011年,15.8万公里,大连,14.50万,41.23万,丰田
现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,2012年,7.1万公里,大连,3.00万,8.56万,现代
丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,2015年,9.5万公里,大连,6.00万,9.31万,丰田
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,2014年,2.7万公里,大连,7.18万,17.36万,别克
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2015年,5.0万公里,大连,13.50万,21.36万,日产
哈弗H1 2016款 蓝标 1.5L 手动豪华型,2016年,5.0万公里,大连,4.10万,7.91万,哈弗
大众 途观 2013款 2.0TSI 自动四驱豪华版,2015年,6.1万公里,大连,15.00万,31.67万,大众
起亚 秀尔 2010款 1.6L AT GL,2010年,8.7万公里,大连,3.43万,12.46万,起亚
宝马5系 2014款 525Li 豪华设计套装,2015年,8.2万公里,大连,27.80万,54.23万,宝马
本田 缤智 2015款 1.8L CVT两驱豪华型,2016年,5.7万公里,大连,12.60万,17.78万,本田
凯迪拉克XTS 2014款 28T 舒适型,2014年,8.3万公里,大连,14.38万,37.98万,凯迪拉克
日产 奇骏 2017款 2.0L CVT舒适版 2WD,2017年,2.1万公里,大连,14.90万,21.36万,日产
长安 逸动 2015款 1.6L 手动豪华型 国V,2015年,7.1万公里,大连,4.10万,8.78万,长安
别克 君威 2015款 2.0L 领先时尚型,2015年,4.5万公里,大连,9.20万,19.42万,别克
日产 天籁 2016款 改款 2.0L XL舒适版,2018年,6.0万公里,大连,14.50万,20.28万,日产
雪佛兰 创酷 2016款 1.4T 自动两驱舒适天窗版,2015年,6.6万公里,大连,5.88万,13.23万,雪佛兰
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,2017年,2.4万公里,大连,8.20万,14.97万,大众
奔驰CLA级 2017款 CLA 200 时尚型(进口),2017年,3.2万公里,大连,23.50万,31.15万,奔驰
奥迪A5 2016款 改款 Coupe 35 TFSI 进取型(进口),2016年,3.7万公里,大连,25.00万,49.69万,奥迪
奔驰B级 2009款 B 200 动感型(进口),2010年,7.0万公里,大连,7.18万,31.26万,奔驰
福特 福克斯 2012款 三厢 1.6L 手动风尚型,2013年,5.1万公里,大连,4.68万,14.43万,福特
丰田 汉兰达 2015款 2.0T 四驱至尊版 7座,2016年,5.3万公里,大连,27.88万,35.91万,丰田
雪佛兰 科鲁兹 2011款 1.8L SE AT,2010年,10.7万公里,大连,3.60万,14.86万,雪佛兰
东风风行 菱智 2016款 V3 1.5L 7座舒适型 国V,2017年,4.8万公里,大连,4.00万,6.72万,东风风行
比亚迪S6 2011款 2.4L 自动尊享型,2011年,9.5万公里,大连,3.15万,14.21万,比亚迪
北汽绅宝 绅宝X35 2016款 1.5L 自动豪华版,2019年,0.8万公里,大连,5.90万,9.20万,北汽绅宝
大众 宝来 2016款 1.6L 自动时尚型,2016年,10.6万公里,大连,7.50万,13.00万,大众
本田 雅阁 2012款 2.0L SE,2012年,13.9万公里,大连,8.00万,22.01万,本田
铃木 奥拓 2009款 1.0L 自动豪华型,2012年,4.2万公里,大连,2.20万,6.39万,铃木
大众 朗逸 2017款 1.6L 自动舒适版,2018年,0.9万公里,大连,10.80万,14.53万,大众
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,2017年,2.8万公里,大连,10.80万,15.19万,马自达
现代 瑞纳 2010款 三厢 1.4L 自动时尚型GT,2010年,11.8万公里,大连,3.22万,9.87万,现代
雪铁龙C4L 2013款 1.6THP 自动劲驰版,2013年,7.2万公里,大连,6.58万,20.18万,雪铁龙
现代 索纳塔八 2011款 2.0L 自动豪华版,2012年,8.7万公里,大连,7.10万,20.61万,现代
斯柯达 晶锐 2012款 1.4L 手动晶致版,2012年,9.7万公里,大连,2.30万,8.56万,斯柯达
奔驰A级 2015款 A 200 时尚型(进口),2014年,8.8万公里,大连,12.59万,30.28万,奔驰
纳智捷 大7 SUV 2011款 2.2T 四驱智尊型,2012年,11.4万公里,大连,5.40万,26.03万,纳智捷
日产 逍客 2012款 2.0XL 火 6MT 2WD,2012年,6.8万公里,大连,5.70万,16.48万,日产
大众 途观 2013款 1.8TSI 自动两驱舒适版,2014年,5.2万公里,大连,11.47万,25.81万,大众
哈弗H1 2016款 红标 1.5L AMT豪华型,2016年,4.0万公里,大连,4.40万,7.37万,哈弗
大众 捷达 2017款 1.4L 手动时尚型,2017年,3.9万公里,大连,5.20万,8.67万,大众
奔驰C级 2010款 C 200 CGI旅行版(进口),2011年,8.3万公里,大连,11.98万,46.68万,奔驰
大众 宝来 2016款 1.6L 自动舒适型,2016年,5.5万公里,大连,8.60万,14.31万,大众
标致3008 2013款 1.6THP 自动至尚版,2015年,7.0万公里,大连,7.92万,23.31万,标致
大众 途观 2012款 1.8TSI 自动四驱菁英版,2013年,5.9万公里,大连,13.19万,29.50万,大众
本田XR-V 2015款 1.8L VTi CVT豪华版,2015年,5.7万公里,大连,11.20万,17.67万,本田
大众 捷达 2017款 1.4L 手动时尚型,2017年,4.9万公里,大连,5.77万,8.67万,大众
日产 骐达 2011款 1.6L CVT舒适型,2014年,3.6万公里,大连,6.60万,12.52万,日产
日产 逍客 2016款 1.2T 手动时尚版,2016年,3.4万公里,大连,9.20万,15.17万,日产
大众 迈腾 2013款 1.8TSI 豪华型,2013年,10.4万公里,大连,10.82万,25.27万,大众
大众 帕萨特 2016款 330TSI DSG尊荣版,2016年,4.6万公里,大连,13.55万,24.20万,大众
起亚K3 2016款 1.6L 自动天窗版,2016年,5.4万公里,大连,6.50万,11.92万,起亚
日产 轩逸 2018款 1.6XV CVT尊享版,2018年,2.2万公里,大连,10.88万,14.96万,日产
本田CR-V 2012款 2.0L 两驱都市版,2013年,10.8万公里,大连,9.95万,21.04万,本田
大众 速腾 2015款 230TSI 自动舒适型,2015年,10.6万公里,大连,9.00万,17.45万,大众
东南DX7 2016款 1.5T 自动荣耀版,2016年,3.3万公里,大连,6.50万,13.45万,东南
马自达 昂克赛拉 2014款 三厢 2.0L 自动运动型,2015年,9.4万公里,大连,8.88万,16.60万,马自达
丰田 卡罗拉 2014款 1.6L CVT GL-i真皮版,2015年,13.3万公里,大连,8.00万,14.63万,丰田
雷克萨斯ES 2010款 240 典雅版,2010年,12.3万公里,大连,11.80万,42.33万,雷克萨斯
大众 速腾 2012款 1.4TSI 自动豪华型,2012年,8.3万公里,大连,7.40万,18.21万,大众
奥迪A6L 2009款 2.0 TFSI 自动标准型,2010年,17.7万公里,大连,9.00万,43.20万,奥迪
大众 捷达 2013款 1.6L 手动时尚型,2014年,8.9万公里,大连,4.00万,9.58万,大众
铃木 天语 SX4 2012款 1.6L 自动锐骑型,2013年,8.5万公里,大连,4.85万,10.83万,铃木
英菲尼迪QX50 2013款 2.5L 四驱优雅版(进口),2014年,10.6万公里,大连,18.50万,50.89万,英菲尼迪
起亚 智跑 2015款 2.0L 自动两驱版GLS,2016年,10.2万公里,大连,9.15万,18.76万,起亚
日产 阳光 2011款 1.5XE 手动舒适版,2013年,4.6万公里,大连,3.09万,8.99万,日产
东风风光S560 2018款 1.8L CVT智联型 7座,2018年,3.5万公里,大连,6.98万,10.52万,东风风光
奔驰C级 2010款 C 200 CGI 时尚型,2010年,10.4万公里,大连,9.70万,42.88万,奔驰
奥迪Q5 2013款 40 TFSI 技术型,2014年,7.7万公里,大连,23.58万,46.41万,奥迪
宝马3系 2014款 328i xDrive运动设计套装,2015年,8.0万公里,大连,22.50万,49.71万,宝马
北汽威旺M30 2015款 1.5L 舒适型BJ415B,2016年,4.1万公里,大连,3.00万,5.24万,北汽威旺
现代 朗动 2016款 1.6L 自动尊贵型,2016年,4.8万公里,大连,7.30万,13.87万,现代
哈弗H1 2017款 红标 1.5L AMT舒适型,2017年,1.9万公里,大连,4.90万,6.83万,哈弗
大众 朗逸 2015款 1.6L 手动风尚版,2016年,6.4万公里,大连,6.50万,11.93万,大众
大众 朗逸 2013款 改款 1.6L 自动豪华版,2013年,8.5万公里,大连,6.60万,15.95万,大众
本田 凌派 2016款 1.8L CVT舒适版,2016年,3.7万公里,大连,8.35万,13.55万,本田
大众POLO 2014款 1.6L 手动舒适版,2015年,6.9万公里,大连,4.80万,9.98万,大众
陆风X7 2015款 2.0T 全景尊贵版,2016年,2.3万公里,大连,8.03万,15.17万,陆风
大众 朗行 2013款 1.6L 自动舒适型,2014年,7.2万公里,大连,6.90万,15.29万,大众
丰田 卡罗拉 2014款 1.6L 手动GL,2016年,2.8万公里,大连,7.69万,11.70万,丰田
大众 途观 2012款 2.0TSI 豪华版(进口),2012年,10.1万公里,大连,12.50万,42.37万,大众
哈弗H6 2013款 升级版 1.5T 手动四驱精英型,2013年,11.6万公里,大连,4.60万,13.44万,哈弗
日产 轩逸 2016款 经典 1.6XE 自动领先版,2017年,4.3万公里,大连,7.68万,12.19万,日产
本田 飞度 2016款 1.5L LX CVT舒适型,2016年,5.5万公里,大连,6.80万,8.88万,本田
别克 君威 2015款 2.0L 领先时尚型,2015年,6.7万公里,大连,7.80万,19.42万,别克
现代 朗动 2016款 1.6L 自动智能型,2017年,2.9万公里,大连,7.68万,12.57万,现代
日产 轩逸 2016款 1.6XV CVT智享版,2017年,1.8万公里,大连,9.50万,15.17万,日产
比亚迪F3 2018款 1.5L 手动经典型,2018年,1.1万公里,大连,3.48万,4.77万,比亚迪
别克 君威 2015款 1.6T 领先技术型,2017年,1.0万公里,大连,11.04万,20.61万,别克
大众 宝来 2016款 1.6L 自动时尚型,2016年,6.4万公里,大连,7.50万,13.00万,大众
大众 Passat领驭 2009款 1.8T 自动尊品型,2009年,11.5万公里,大连,4.50万,23.42万,大众
现代ix35 2015款 2.0L 自动两驱舒适型 国IV,2016年,4.4万公里,大连,9.38万,17.78万,现代
东风风行 风行SX6 2016款 1.6L CVT豪华型,2016年,1.6万公里,大连,5.00万,9.87万,东风风行
大众POLO 2011款 1.4L 手动致尚版,2012年,13.1万公里,大连,3.58万,10.30万,大众
别克 英朗 2016款 15N 自动精英型,2016年,5.9万公里,大连,7.36万,13.77万,别克
大众CC 2016款 1.8TSI 豪华型,2016年,5.9万公里,大连,16.80万,29.18万,大众
现代 途胜 2009款 2.0L 手动两驱时尚型,2010年,11.3万公里,大连,3.26万,18.43万,现代
大众 宝来 2017款 1.6L 自动时尚型,2017年,3.2万公里,大连,7.40万,13.00万,大众
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,2014年,7.8万公里,大连,6.60万,17.36万,别克
起亚K5 2016款 1.6T 自动LUX,2017年,4.9万公里,大连,10.98万,19.63万,起亚
丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版,2014年,6.1万公里,大连,11.98万,19.52万,丰田
斯柯达 明锐 2018款 TSI280 DSG豪华版,2018年,2.4万公里,大连,10.80万,17.36万,斯柯达
斯柯达 昊锐 2009款 1.8TSI 自动尊雅版,2012年,4.2万公里,大连,6.00万,25.61万,斯柯达
