leixing,nianfen,licheng,didian,shoujia,yuanjia
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2016年,3.3万公里,大连,7.50万,13.56万
大众 宝来 2018款 1.5L 自动时尚型,2017年,8.3万公里,大连,7.60万,13.00万
奔驰CLA级 2014款 CLA 260 4MATIC(进口),2015年,6.3万公里,大连,21.88万,41.03万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2014年,3.6万公里,大连,8.05万,21.36万
别克 英朗 2011款 GT 1.6T 时尚运动版真皮款,2011年,3.9万公里,大连,5.00万,19.25万
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,2016年,3.3万公里,大连,23.99万,32.00万
标致408 2014款 1.8L 自动豪华版,2015年,3.8万公里,大连,6.49万,16.25万
雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,2016年,4.7万公里,大连,6.20万,11.93万
东风风行 景逸X5 2015款 1.6L 手动尊享型,2015年,6.2万公里,大连,4.19万,9.43万
别克 君越 2009款 2.4L豪华版,2010年,10.4万公里,大连,5.70万,29.30万
日产 骊威 2015款 1.6XE 手动舒适版,2016年,1.7万公里,大连,5.80万,9.31万
起亚K2 2017款 三厢 1.4L AT GLS,2017年,5.4万公里,大连,5.80万,9.65万
长安 逸动 2016款 1.6L 手动风尚型,2017年,2.9万公里,大连,5.20万,7.59万
奔腾B50 2013款 1.6L 手动舒适型,2015年,10.4万公里,大连,3.60万,10.07万
别克 君威 2012款 2.4L SIDI旗舰版,2012年,12.0万公里,大连,6.90万,27.78万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2017年,2.7万公里,大连,8.45万,13.56万
大众 甲壳虫 2013款 1.4TSI 豪华型(进口),2014年,2.8万公里,大连,13.00万,32.54万
斯柯达Yeti 2014款 1.4TSI DSG炫彩版,2015年,3.7万公里,大连,7.90万,19.52万
大众 途观 2012款 1.8TSI 自动四驱菁英版,2012年,8.1万公里,大连,11.00万,29.50万
大众 桑塔纳 2015款 1.6L 自动舒适版,2015年,3.1万公里,大连,5.94万,12.35万
大众 凌渡 2015款 280TSI 手动舒适版,2015年,6.5万公里,大连,9.50万,18.44万
本田 飞度 2018款 1.5L CVT舒适版,2018年,1.0万公里,大连,7.45万,8.88万
大众 高尔夫 2015款 1.6L 自动时尚型,2015年,8.1万公里,大连,8.00万,14.53万
宝马3系 2013款 320i时尚型(进口),2012年,17.3万公里,大连,14.38万,36.80万
雪铁龙 世嘉 2013款 三厢 1.6L 自动品尚型,2013年,7.2万公里,大连,4.16万,12.79万
Jeep 自由光 2016款 2.4L 领先版,2016年,5.2万公里,大连,13.55万,24.94万
丰田 卡罗拉 2014款 1.6L CVT GL,2016年,5.6万公里,大连,8.18万,12.79万
MG6 2013款 掀背 1.8T 自动GT超值版,2013年,4.8万公里,大连,5.00万,15.72万
福特 嘉年华 2013款 三厢 1.5L 手动风尚型,2015年,5.9万公里,大连,3.88万,8.67万
日产 轩逸 2016款 经典 1.6XE 自动舒适版,2017年,3.3万公里,大连,8.90万,11.92万
宝马5系 2014款 520i 典雅型(进口),2016年,5.5万公里,大连,28.80万,49.61万
海马 福美来 2014款 M5 1.6L 手动精英型,2015年,3.4万公里,大连,4.10万,8.56万
江淮 瑞风S2 2015款 1.5L CVT豪华智能型,2015年,3.3万公里,大连,3.86万,8.23万
福特 福克斯 2017款 两厢 EcoBoost 180 自动精英型,2017年,1.9万公里,大连,9.56万,16.26万
斯柯达 昊锐 2009款 1.8TSI 自动优雅版,2011年,8.8万公里,大连,5.46万,22.35万
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2016年,3.9万公里,大连,14.80万,21.36万
大众POLO 2011款 1.6L 自动致尚版,2012年,7.3万公里,大连,4.38万,12.15万
丰田 威驰 2014款 1.5L 手动智臻版,2015年,8.5万公里,大连,5.10万,8.66万
宝马1系 2008款 120i 自动挡(进口),2011年,6.7万公里,大连,6.68万,31.26万
奔驰GLK级 2012款 GLK 300 4MATIC 动感型,2012年,9.6万公里,大连,14.78万,44.29万
现代ix25 2015款 1.6L 自动两驱智能型GLS,2015年,6.2万公里,大连,8.00万,15.50万
大众POLO 2011款 劲取 1.4L 手动实尚版,2011年,9.5万公里,大连,2.50万,9.86万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV,2013年,7.6万公里,大连,6.72万,21.36万
标致3008 2014款 1.6THP 自动逐乐版,2014年,8.2万公里,大连,9.39万,23.85万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版,2016年,3.8万公里,大连,7.50万,13.56万
凯迪拉克XTS 2013款 28T 典雅型,2014年,7.0万公里,大连,15.30万,40.15万
丰田 汉兰达 2009款 2.7L 两驱5座运动版,2010年,11.6万公里,大连,12.20万,30.26万
大众 朗逸 2017款 1.6L 自动舒适版,2017年,1.9万公里,大连,7.80万,14.53万
Jeep 自由客 2014款 2.4L 运动版(进口),2015年,7.6万公里,大连,10.45万,26.69万
福特 翼虎 2013款 1.6L GTDi 两驱舒适型,2014年,5.4万公里,大连,8.50万,21.04万
丰田 汉兰达 2009款 3.5L 四驱7座豪华版,2011年,15.8万公里,大连,14.50万,41.23万
现代 瑞纳 2010款 三厢 1.4L 手动舒适型GS,2012年,7.1万公里,大连,3.00万,8.56万
丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,2015年,9.5万公里,大连,6.00万,9.31万
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,2014年,2.7万公里,大连,7.18万,17.36万
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2015年,5.0万公里,大连,13.50万,21.36万
哈弗H1 2016款 蓝标 1.5L 手动豪华型,2016年,5.0万公里,大连,4.10万,7.91万
大众 途观 2013款 2.0TSI 自动四驱豪华版,2015年,6.1万公里,大连,15.00万,31.67万
起亚 秀尔 2010款 1.6L AT GL,2010年,8.7万公里,大连,3.43万,12.46万
宝马5系 2014款 525Li 豪华设计套装,2015年,8.2万公里,大连,27.80万,54.23万
本田 缤智 2015款 1.8L CVT两驱豪华型,2016年,5.7万公里,大连,12.60万,17.78万
凯迪拉克XTS 2014款 28T 舒适型,2014年,8.3万公里,大连,14.38万,37.98万
日产 奇骏 2017款 2.0L CVT舒适版 2WD,2017年,2.1万公里,大连,14.90万,21.36万
长安 逸动 2015款 1.6L 手动豪华型 国V,2015年,7.1万公里,大连,4.10万,8.78万
别克 君威 2015款 2.0L 领先时尚型,2015年,4.5万公里,大连,9.20万,19.42万
日产 天籁 2016款 改款 2.0L XL舒适版,2018年,6.0万公里,大连,14.50万,20.28万
雪佛兰 创酷 2016款 1.4T 自动两驱舒适天窗版,2015年,6.6万公里,大连,5.88万,13.23万
大众 朗逸 2013款 改款经典 1.6L 自动舒适版,2017年,2.4万公里,大连,8.20万,14.97万
奔驰CLA级 2017款 CLA 200 时尚型(进口),2017年,3.2万公里,大连,23.50万,31.15万
奥迪A5 2016款 改款 Coupe 35 TFSI 进取型(进口),2016年,3.7万公里,大连,25.00万,49.69万
奔驰B级 2009款 B 200 动感型(进口),2010年,7.0万公里,大连,7.18万,31.26万
福特 福克斯 2012款 三厢 1.6L 手动风尚型,2013年,5.1万公里,大连,4.68万,14.43万
丰田 汉兰达 2015款 2.0T 四驱至尊版 7座,2016年,5.3万公里,大连,27.88万,35.91万
雪佛兰 科鲁兹 2011款 1.8L SE AT,2010年,10.7万公里,大连,3.60万,14.86万
东风风行 菱智 2016款 V3 1.5L 7座舒适型 国V,2017年,4.8万公里,大连,4.00万,6.72万
比亚迪S6 2011款 2.4L 自动尊享型,2011年,9.5万公里,大连,3.15万,14.21万
北汽绅宝 绅宝X35 2016款 1.5L 自动豪华版,2019年,0.8万公里,大连,5.90万,9.20万
大众 宝来 2016款 1.6L 自动时尚型,2016年,10.6万公里,大连,7.50万,13.00万
本田 雅阁 2012款 2.0L SE,2012年,13.9万公里,大连,8.00万,22.01万
铃木 奥拓 2009款 1.0L 自动豪华型,2012年,4.2万公里,大连,2.20万,6.39万
大众 朗逸 2017款 1.6L 自动舒适版,2018年,0.9万公里,大连,10.80万,14.53万
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,2017年,2.8万公里,大连,10.80万,15.19万
现代 瑞纳 2010款 三厢 1.4L 自动时尚型GT,2010年,11.8万公里,大连,3.22万,9.87万
雪铁龙C4L 2013款 1.6THP 自动劲驰版,2013年,7.2万公里,大连,6.58万,20.18万
现代 索纳塔八 2011款 2.0L 自动豪华版,2012年,8.7万公里,大连,7.10万,20.61万
斯柯达 晶锐 2012款 1.4L 手动晶致版,2012年,9.7万公里,大连,2.30万,8.56万
奔驰A级 2015款 A 200 时尚型(进口),2014年,8.8万公里,大连,12.59万,30.28万
纳智捷 大7 SUV 2011款 2.2T 四驱智尊型,2012年,11.4万公里,大连,5.40万,26.03万
日产 逍客 2012款 2.0XL 火 6MT 2WD,2012年,6.8万公里,大连,5.70万,16.48万
大众 途观 2013款 1.8TSI 自动两驱舒适版,2014年,5.2万公里,大连,11.47万,25.81万
哈弗H1 2016款 红标 1.5L AMT豪华型,2016年,4.0万公里,大连,4.40万,7.37万
大众 捷达 2017款 1.4L 手动时尚型,2017年,3.9万公里,大连,5.20万,8.67万
奔驰C级 2010款 C 200 CGI旅行版(进口),2011年,8.3万公里,大连,11.98万,46.68万
大众 宝来 2016款 1.6L 自动舒适型,2016年,5.5万公里,大连,8.60万,14.31万
标致3008 2013款 1.6THP 自动至尚版,2015年,7.0万公里,大连,7.92万,23.31万
大众 途观 2012款 1.8TSI 自动四驱菁英版,2013年,5.9万公里,大连,13.19万,29.50万
本田XR-V 2015款 1.8L VTi CVT豪华版,2015年,5.7万公里,大连,11.20万,17.67万
大众 捷达 2017款 1.4L 手动时尚型,2017年,4.9万公里,大连,5.77万,8.67万
日产 骐达 2011款 1.6L CVT舒适型,2014年,3.6万公里,大连,6.60万,12.52万
日产 逍客 2016款 1.2T 手动时尚版,2016年,3.4万公里,大连,9.20万,15.17万
大众 迈腾 2013款 1.8TSI 豪华型,2013年,10.4万公里,大连,10.82万,25.27万
大众 帕萨特 2016款 330TSI DSG尊荣版,2016年,4.6万公里,大连,13.55万,24.20万
起亚K3 2016款 1.6L 自动天窗版,2016年,5.4万公里,大连,6.50万,11.92万
日产 轩逸 2018款 1.6XV CVT尊享版,2018年,2.2万公里,大连,10.88万,14.96万
本田CR-V 2012款 2.0L 两驱都市版,2013年,10.8万公里,大连,9.95万,21.04万
大众 速腾 2015款 230TSI 自动舒适型,2015年,10.6万公里,大连,9.00万,17.45万
东南DX7 2016款 1.5T 自动荣耀版,2016年,3.3万公里,大连,6.50万,13.45万
马自达 昂克赛拉 2014款 三厢 2.0L 自动运动型,2015年,9.4万公里,大连,8.88万,16.60万
丰田 卡罗拉 2014款 1.6L CVT GL-i真皮版,2015年,13.3万公里,大连,8.00万,14.63万
雷克萨斯ES 2010款 240 典雅版,2010年,12.3万公里,大连,11.80万,42.33万
大众 速腾 2012款 1.4TSI 自动豪华型,2012年,8.3万公里,大连,7.40万,18.21万
奥迪A6L 2009款 2.0 TFSI 自动标准型,2010年,17.7万公里,大连,9.00万,43.20万
大众 捷达 2013款 1.6L 手动时尚型,2014年,8.9万公里,大连,4.00万,9.58万
铃木 天语 SX4 2012款 1.6L 自动锐骑型,2013年,8.5万公里,大连,4.85万,10.83万
英菲尼迪QX50 2013款 2.5L 四驱优雅版(进口),2014年,10.6万公里,大连,18.50万,50.89万
起亚 智跑 2015款 2.0L 自动两驱版GLS,2016年,10.2万公里,大连,9.15万,18.76万
日产 阳光 2011款 1.5XE 手动舒适版,2013年,4.6万公里,大连,3.09万,8.99万
东风风光S560 2018款 1.8L CVT智联型 7座,2018年,3.5万公里,大连,6.98万,10.52万
奔驰C级 2010款 C 200 CGI 时尚型,2010年,10.4万公里,大连,9.70万,42.88万
奥迪Q5 2013款 40 TFSI 技术型,2014年,7.7万公里,大连,23.58万,46.41万
宝马3系 2014款 328i xDrive运动设计套装,2015年,8.0万公里,大连,22.50万,49.71万
北汽威旺M30 2015款 1.5L 舒适型BJ415B,2016年,4.1万公里,大连,3.00万,5.24万
现代 朗动 2016款 1.6L 自动尊贵型,2016年,4.8万公里,大连,7.30万,13.87万
哈弗H1 2017款 红标 1.5L AMT舒适型,2017年,1.9万公里,大连,4.90万,6.83万
大众 朗逸 2015款 1.6L 手动风尚版,2016年,6.4万公里,大连,6.50万,11.93万
大众 朗逸 2013款 改款 1.6L 自动豪华版,2013年,8.5万公里,大连,6.60万,15.95万
本田 凌派 2016款 1.8L CVT舒适版,2016年,3.7万公里,大连,8.35万,13.55万
大众POLO 2014款 1.6L 手动舒适版,2015年,6.9万公里,大连,4.80万,9.98万
陆风X7 2015款 2.0T 全景尊贵版,2016年,2.3万公里,大连,8.03万,15.17万
大众 朗行 2013款 1.6L 自动舒适型,2014年,7.2万公里,大连,6.90万,15.29万
丰田 卡罗拉 2014款 1.6L 手动GL,2016年,2.8万公里,大连,7.69万,11.70万
大众 途观 2012款 2.0TSI 豪华版(进口),2012年,10.1万公里,大连,12.50万,42.37万
哈弗H6 2013款 升级版 1.5T 手动四驱精英型,2013年,11.6万公里,大连,4.60万,13.44万
日产 轩逸 2016款 经典 1.6XE 自动领先版,2017年,4.3万公里,大连,7.68万,12.19万
本田 飞度 2016款 1.5L LX CVT舒适型,2016年,5.5万公里,大连,6.80万,8.88万
别克 君威 2015款 2.0L 领先时尚型,2015年,6.7万公里,大连,7.80万,19.42万
现代 朗动 2016款 1.6L 自动智能型,2017年,2.9万公里,大连,7.68万,12.57万
日产 轩逸 2016款 1.6XV CVT智享版,2017年,1.8万公里,大连,9.50万,15.17万
比亚迪F3 2018款 1.5L 手动经典型,2018年,1.1万公里,大连,3.48万,4.77万
别克 君威 2015款 1.6T 领先技术型,2017年,1.0万公里,大连,11.04万,20.61万
大众 宝来 2016款 1.6L 自动时尚型,2016年,6.4万公里,大连,7.50万,13.00万
大众 Passat领驭 2009款 1.8T 自动尊品型,2009年,11.5万公里,大连,4.50万,23.42万
现代ix35 2015款 2.0L 自动两驱舒适型 国IV,2016年,4.4万公里,大连,9.38万,17.78万
东风风行 风行SX6 2016款 1.6L CVT豪华型,2016年,1.6万公里,大连,5.00万,9.87万
大众POLO 2011款 1.4L 手动致尚版,2012年,13.1万公里,大连,3.58万,10.30万
别克 英朗 2016款 15N 自动精英型,2016年,5.9万公里,大连,7.36万,13.77万
大众CC 2016款 1.8TSI 豪华型,2016年,5.9万公里,大连,16.80万,29.18万
现代 途胜 2009款 2.0L 手动两驱时尚型,2010年,11.3万公里,大连,3.26万,18.43万
大众 宝来 2017款 1.6L 自动时尚型,2017年,3.2万公里,大连,7.40万,13.00万
别克 昂科拉 2014款 1.4T 自动两驱都市精英型,2014年,7.8万公里,大连,6.60万,17.36万
起亚K5 2016款 1.6T 自动LUX,2017年,4.9万公里,大连,10.98万,19.63万
丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版,2014年,6.1万公里,大连,11.98万,19.52万
斯柯达 明锐 2018款 TSI280 DSG豪华版,2018年,2.4万公里,大连,10.80万,17.36万
斯柯达 昊锐 2009款 1.8TSI 自动尊雅版,2012年,4.2万公里,大连,6.00万,25.61万
现代ix25 2015款 1.6L 自动两驱智能型GLS,2015年,4.6万公里,大连,8.50万,15.50万
福特 福克斯 2013款 两厢经典 1.8L 自动时尚型,2016年,2.3万公里,大连,5.55万,13.44万
北汽绅宝 绅宝D50 2015款 1.5L 手动舒适超值导航版,2016年,6.4万公里,大连,2.82万,8.88万
别克GL8 2014款 2.4L 经典版,2016年,11.2万公里,大连,10.50万,22.69万
大众 宝来 2013款 1.6L 自动舒适型,2013年,6.2万公里,大连,5.90万,13.93万
别克 凯越 2013款 1.5L 自动经典型,2014年,6.1万公里,大连,5.00万,11.06万
斯柯达 昕锐 2013款 1.4L 手动乐选型,2013年,5.6万公里,大连,3.80万,8.67万
吉利 博越 2016款 1.8TD 自动智尊型,2016年,2.7万公里,大连,8.80万,16.15万
宝马3系 2013款 320i时尚型(进口),2014年,6.8万公里,大连,16.80万,36.80万
奇瑞 旗云5 2012款 1.8L 手动豪华版,2014年,5.1万公里,大连,2.51万,9.64万
别克GL8 2014款 3.0L GT豪华商务豪雅版,2014年,16.3万公里,大连,16.58万,40.15万
丰田 卡罗拉 2014款 1.6L CVT GL,2015年,6.7万公里,大连,8.40万,12.79万
比亚迪 速锐 2014款 1.5TID 自动豪华型,2014年,4.1万公里,大连,3.00万,10.08万
丰田 卡罗拉 2017款 1.6L CVT GL,2016年,6.5万公里,大连,9.10万,12.79万
本田 思域 2016款 220TURBO CVT豪华版,2017年,5.4万公里,大连,12.80万,15.19万
大众 速腾 2014款 改款 1.6L 自动舒适型,2015年,4.5万公里,大连,8.90万,16.37万
大众POLO 2016款 1.6L 自动舒适型,2017年,4.8万公里,大连,6.90万,11.28万
海马S5 2015款 1.6L 手动智能豪华型,2015年,1.2万公里,大连,4.46万,9.86万
大众 途观 2015款 1.8TSI 自动两驱舒适版,2015年,3.3万公里,大连,12.70万,25.81万
长城 风骏6 2017款 2.4L汽油四驱精英型4G69,2018年,1.6万公里,大连,8.60万,10.51万
海马S5 2015款 1.6L 手动智能豪华型,2016年,3.7万公里,大连,4.90万,9.86万
现代 悦纳 2016款 1.4L 自动炫酷版GLS,2017年,2.4万公里,大连,5.98万,9.53万
雪佛兰 科帕奇 2014款 2.4L 四驱旗舰版 7座,2014年,5.6万公里,大连,8.50万,22.78万
奔驰GLK级 2011款 GLK 300 4MATIC 动感型(进口),2012年,10.1万公里,大连,17.00万,48.63万
别克 君威 2012款 2.0L 豪华版,2013年,6.8万公里,大连,6.77万,22.13万
奔驰GLA级 2016款 GLA 220 4MATIC 时尚型,2016年,3.9万公里,大连,20.98万,34.71万
起亚K5 2015款 2.0L 自动LUX,2015年,7.7万公里,大连,10.00万,20.49万
福特 福睿斯 2017款 1.5L 自动舒适型,2017年,2.1万公里,大连,6.66万,11.70万
大众 宝来 2018款 1.5L 自动时尚型,2018年,2.7万公里,大连,9.38万,13.00万
荣威350 2014款 1.5L 手动迅驰版,2015年,4.9万公里,大连,3.00万,8.22万
丰田 威驰 2017款 1.5L CVT创行版,2017年,4.2万公里,大连,6.49万,9.53万
三菱 翼神 2012款 致尚版 1.8L CVT豪华型,2011年,13.7万公里,大连,5.38万,15.61万
日产 途达 2018款 2.5L 自动两驱豪华版,2019年,0.7万公里,大连,17.98万,21.69万
丰田 卡罗拉 2017款 1.6L CVT GL,2016年,6.2万公里,大连,8.50万,12.79万
本田 缤智 2017款 1.8L CVT两驱先锋型,2017年,6.5万公里,大连,12.90万,16.69万
日产 轩逸 2012款 经典 1.6XE 自动舒适版,2016年,5.5万公里,大连,7.00万,11.92万
路虎 发现神行 2016款 2.0T SE,2018年,5.0万公里,大连,28.00万,44.29万
奔驰C级 2013款 C 180 经典型 Grand Edition,2014年,4.8万公里,大连,14.39万,34.19万
宝马7系 2009款 730Li领先型(进口),2010年,9.8万公里,大连,21.80万,100.73万
丰田 卡罗拉 2017款 改款双擎 1.8L E-CVT领先版,2017年,2.8万公里,大连,11.98万,15.39万
起亚 智跑 2016款 2.0L 自动两驱版GLS,2016年,3.4万公里,大连,9.50万,18.76万
大众 捷达 2017款 1.5L 自动时尚型,2017年,4.2万公里,大连,6.45万,10.38万
奥迪A4L 2011款 2.0 TFSI 舒适型,2010年,6.0万公里,大连,13.00万,35.81万
丰田 卡罗拉 2017款 1.6L CVT GL,2016年,6.2万公里,大连,8.50万,12.79万
本田 缤智 2017款 1.8L CVT两驱先锋型,2017年,6.5万公里,大连,12.90万,16.69万
日产 轩逸 2012款 经典 1.6XE 自动舒适版,2016年,5.5万公里,大连,7.00万,11.92万
路虎 发现神行 2016款 2.0T SE,2018年,5.0万公里,大连,28.00万,44.29万
奔驰C级 2013款 C 180 经典型 Grand Edition,2014年,4.8万公里,大连,14.39万,34.19万
宝马7系 2009款 730Li领先型(进口),2010年,9.8万公里,大连,21.80万,100.73万
丰田 卡罗拉 2017款 改款双擎 1.8L E-CVT领先版,2017年,2.8万公里,大连,11.98万,15.39万
起亚 智跑 2016款 2.0L 自动两驱版GLS,2016年,3.4万公里,大连,9.50万,18.76万
大众 捷达 2017款 1.5L 自动时尚型,2017年,4.2万公里,大连,6.45万,10.38万
奥迪A4L 2011款 2.0 TFSI 舒适型,2010年,6.0万公里,大连,13.00万,35.81万
日产ZN厢式车 2013款 2.4L两驱标准型5座,2016年,3.3万公里,大连,8.33万,16.48万
奥迪A6L 2012款 TFSI 舒适型,2013年,7.9万公里,大连,19.68万,48.48万
日产 逍客 2016款 2.0L CVT豪华版,2016年,7.0万公里,大连,10.94万,18.21万
奥迪A6L 2012款 TFSI 舒适型,2014年,8.9万公里,大连,21.30万,48.48万
现代 全新胜达 2013款 2.4L 自动两驱智能型,2014年,7.8万公里,大连,11.60万,27.12万
奥迪A3 2014款 Limousine 35 TFSI 自动舒适型,2015年,7.0万公里,大连,12.10万,27.66万
长安CS75 2014款 2.0L 手动豪华型 国IV,2014年,10.1万公里,大连,5.66万,12.79万
现代 名图 2017款 1.6T 自动智能型GLS,2017年,1.8万公里,大连,10.50万,17.35万
铃木 天语 SX4 2011款 改款 1.6L 自动运动型,2013年,1.9万公里,大连,5.35万,12.90万
